DATE,INDPRO,PAYEMS,UNRATENSA,MPRIME,TOTALSA,Class
1998-08-01,0.0032525234233595768,0.001985543517330157,0.005600365672138841,-0.00680174877533446,0.006263953873063333,0
1998-09-01,0.0032754220622761565,0.0019815463973937852,0.005273502476427661,-0.007086304845399294,0.006473282446793238,0
1998-10-01,0.00336044782137801,0.0019867621384026535,0.004861405180198286,-0.0070688286686140245,0.006879910445646065,0
1998-11-01,0.0034577748000144126,0.001995879508703169,0.004501221414705103,-0.00676397504476034,0.007258940677303816,0
1998-12-01,0.003522220929635722,0.0020035005195602196,0.004355405817109137,-0.006142607080778184,0.007352385819188623,0
1999-01-01,0.003563085591432369,0.0020099310590389052,0.00450206593534741,-0.005160465214083754,0.00730512623186641,0
1999-02-01,0.0036152835947182993,0.0020181841430044756,0.0049302897539744706,-0.0037891931966855807,0.007364098648653616,0
1999-03-01,0.003691040509248289,0.0020304812556659613,0.005601068521440711,-0.0020602494780423974,0.007606337165488419,0
1999-04-01,0.003762294890914397,0.0020437823351482365,0.006176059586051386,-3.69304102498802e-05,0.00783216434802636,0
1999-05-01,0.0038168626945909168,0.002051265966898086,0.0064442890000697695,0.0022080906306234382,0.007786521983555339,0
1999-06-01,0.0038769406923684357,0.0020574959909342994,0.006392903438921849,0.004511846161815214,0.007404313234198767,0
