DATE,PN02312FM,PN38705PM,PN02028AM,PD37972BM,PD37974BM,PD37976BM,Recesion
2009-12-01,5444.96158083134,69.5079961016632,108.558964163694,119.058133063956,130.00693025818,111.656984096075,0
2010-01-01,6384.0332736754,69.7136816328321,106.904280550994,89.9315710052363,119.988743972116,110.125159120678,0
2010-02-01,5127.9105240773,69.9385138944542,104.920344397803,97.5177114943583,122.393692351076,106.94287604885,0
2010-03-01,6731.9510155678,70.1349097028041,117.253248771237,103.916050050361,155.015293947161,132.547538985724,0
2010-04-01,8602.4801893933,70.1526941164795,112.963208020779,105.294169019003,151.146497221783,129.48798475445,0
2010-05-01,5708.1331434908,70.319559174288,116.935417877871,94.6134328054898,142.464543164924,114.95474685916,0
2010-06-01,5752.1459338173,70.495954894733,116.462152950375,122.545555541208,160.082634755429,132.305378425821,0
2010-07-01,5803.0610419306,70.7525287206685,116.86112883166,115.781496730596,162.621762963147,142.914055516886,0
2010-08-01,6169.0603202048,70.9425101139349,123.033820803248,106.746300145339,181.303637894412,141.381966551509,0
2010-09-01,5885.8114298127,70.9198027512508,124.460354030541,113.710670711009,187.952864887656,137.280347648043,0
2010-10-01,6366.1742148757,70.8192940467514,128.068922188278,125.525828626155,185.983057211362,135.159151610931,0
2010-11-01,6345.8873656434,70.8248925993405,128.200584111185,133.785148951763,194.375347041514,129.487029948564,0
2010-12-01,6043.6649544936,70.9512908774276,124.430188380721,138.662570393625,160.901170076487,136.515788207066,0
2011-01-01,7403.5333042309,71.2283105646479,123.001710046717,112.349483752923,146.828608532404,137.376056602542,0
2011-02-01,6217.7512251203,71.5006315782516,117.425697725635,116.993945852087,133.357677191269,127.04522073009,0
2011-03-01,7890.666551965,72.0029008320805,131.411876559636,127.945665186037,163.176184735781,153.221634493751,0
2011-04-01,10166.4822831181,72.4931779487685,118.266716545233,118.855120803914,164.294856996208,146.481358252838,0
2011-05-01,7309.9209843017,72.4759927600571,126.08649010984,125.190982136402,157.961296697924,151.511412065781,0
2011-06-01,6913.1043552273,72.5478476794027,124.794057708528,120.197400362914,170.518209592063,138.175055150622,0
2011-07-01,6762.8021747513,73.1231175318247,125.178933172477,135.284983327003,170.23076538983,138.158433272329,0
2011-08-01,7190.18924063889,73.3174920842417,130.692835877214,136.475031740195,208.245444275869,146.613334076293,0
2011-09-01,7049.7137351742,73.5625077424483,129.061763543472,134.435009053261,223.576010671882,145.731945074148,0
2011-10-01,7146.920543607,73.794119647811,130.220050169049,130.36347188985,207.23461629186,136.441357068661,0
2011-11-01,7313.6463482932,74.1124844688423,131.589163433882,142.654442539072,235.927951073548,135.80526725671,0
2011-12-01,7131.0182636976,74.3132616323748,124.420169642016,151.416783073681,184.568757841376,145.728395994316,0
2012-01-01,8925.5474558266,74.2379662035315,123.216705003887,125.499034929913,193.350090413789,152.519463646271,0
2012-02-01,6727.73333712957,74.4791719574771,119.615660988188,121.30105208824,190.667641186365,137.8337859097,0
2012-03-01,8472.6970132528,75.0496945317084,121.010258600861,143.624783686345,193.363477436021,153.892906978045,0
2012-04-01,10421.2568644999,75.4486137965042,115.0087848611,120.751672570315,189.249534278838,145.781436010874,0
2012-05-01,8398.7489817306,75.4782355070343,126.633510203016,134.551599836947,240.883138691212,165.267993661018,0
2012-06-01,7485.86412048319,75.4505385376399,120.068520711838,145.286823138447,244.154437839971,148.78354568939,0
2012-07-01,7744.7806268206,75.5187147850747,125.540425986425,143.4984822074,243.820358362635,179.198530431891,0
2012-08-01,7530.8250618589,75.9026527314205,131.904472566543,150.074064887627,236.207934014044,169.548043854207,0
2012-09-01,7701.0656229559,76.3145813576587,126.863218518502,136.341973482037,231.701904261993,153.305730902027,0
2012-10-01,7728.905129242,76.1899418708041,135.107340385023,144.736781714689,271.51795500681,170.465861817878,0
2012-11-01,7865.4881151021,76.0852045683551,134.066075265224,155.735108586342,281.133847151006,155.747986093842,0
2012-12-01,8415.0763709285,76.2820940603079,124.881619151414,158.122543217247,234.70869226966,142.58333240105,0
2013-01-01,9062.6357056874,76.3701370802442,130.757717109511,130.272681778713,213.89734037805,161.420785688292,0
2013-02-01,7561.30300310089,76.301403956872,122.910786962122,120.635089988968,215.550286911928,141.078930294686,0
2013-03-01,8718.8280501857,76.99485097723,121.683465382231,128.351505295037,204.58675427192,146.046074800368,0
2013-04-01,10712.8708713162,77.1891755363707,130.34931417982,123.466117787613,256.294355895681,160.054999017526,0
2013-05-01,8176.3998971853,77.3386026616823,128.330690500314,136.056742350988,240.143644866454,177.169549198519,0
2013-06-01,7692.0833439693,77.5410733474478,123.721550304669,134.446645771024,240.712732163784,142.317917588915,0
2013-07-01,8051.4959868193,77.9663696202748,130.757183803186,135.984153691144,240.120348711326,162.080172524957,0
2013-08-01,8362.0751803455,78.3896529693816,131.154141829738,142.481996941072,246.120163319598,170.99253658584,0
2013-09-01,8338.8680166748,78.4749255285923,134.742594595616,135.358665491726,234.145680758538,150.880782001251,0
2013-10-01,8457.7463200965,78.5049596836515,140.312270358485,146.179802436571,281.894624995547,163.660845392568,0
2013-11-01,8852.2360511201,78.3336278654801,133.649749932965,160.370600944685,253.607823295399,140.396241531729,0
2013-12-01,9359.5254770599,78.4635187293942,129.234356301231,169.225226777473,212.744579776473,145.124538415079,0
2014-01-01,9851.59769520131,78.7121276543314,128.552311311835,137.729142937473,196.886918982085,150.547378592869,0
2014-02-01,8226.8702385594,79.1850605759155,123.397915621713,141.181633896892,196.538006883534,137.31538603894,0
2014-03-01,10020.3970097402,79.5956817391094,129.339274245365,147.080788155998,222.222036522397,146.832159594628,0
2014-04-01,11498.7956896089,79.9086695055395,122.9343298524,128.853603768587,255.040737856473,162.144304236637,0
2014-05-01,8299.53302812781,80.0884883767056,128.918174642724,139.024123497281,243.761982584105,161.158144870483,0
2014-06-01,8075.14554744373,80.215971231147,122.049571855374,142.163935581652,215.709773799741,155.681983876815,0
2014-07-01,8303.5074265289,80.5635571221473,121.434270001755,144.518322732844,224.515308292827,156.368878481742,0
2014-08-01,8924.5331247163,80.4945788992393,127.254516659983,146.572767891813,218.132572357937,159.649884689081,0
2014-09-01,8706.2832017001,80.6237747177433,133.121764485219,141.940895553281,222.969940003662,164.736659689961,0
